State,District,Block,zone_count,zone_label,display_color
TN,Virudhunagar,Srivilliputhur,2,"Shared: Eastern Ghats, TN Uplands & Deccan (Karnataka) Plateau (Semi-Arid) + Western Ghats & Coastal Plain (Humid–Perhumid)",#888888
TN,Virudhunagar,Tiruchuli,1,"Eastern Ghats, TN Uplands & Deccan (Karnataka) Plateau (Semi-Arid)",#f4faad
TN,Virudhunagar,Virudhunagar,1,"Eastern Ghats, TN Uplands & Deccan (Karnataka) Plateau (Semi-Arid)",#f4faad
TS,Adilabad,Adilabad Urban,1,Deccan Plateau (Semi-Arid),#fa9b58
TS,Adilabad,Bazarhatnoor,1,Deccan Plateau (Semi-Arid),#fa9b58
TS,Adilabad,Bela,1,Deccan Plateau (Semi-Arid),#fa9b58
TS,Adilabad,Boath,1,Deccan Plateau (Semi-Arid),#fa9b58
TS,Adilabad,Gudihatnoor,1,Deccan Plateau (Semi-Arid),#fa9b58
TS,Adilabad,Ichoda,1,Deccan Plateau (Semi-Arid),#fa9b58
TS,Adilabad,Inderavelly,1,Deccan Plateau (Semi-Arid),#fa9b58
TS,Adilabad,Jainath,1,Deccan Plateau (Semi-Arid),#fa9b58
TS,Adilabad,Narnoor,2,Shared: Deccan Plateau (Semi-Arid) + Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid),#888888
TS,Adilabad,Neradigonda,1,Deccan Plateau (Semi-Arid),#fa9b58
TS,Adilabad,Talamadugu,1,Deccan Plateau (Semi-Arid),#fa9b58
TS,Adilabad,Tamsi,1,Deccan Plateau (Semi-Arid),#fa9b58
TS,Adilabad,Utnoor,1,Deccan Plateau (Semi-Arid),#fa9b58
TS,Bhadradri Kothagudem,Aswapuram,1,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
TS,Bhadradri Kothagudem,Aswaraopeta,1,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
TS,Bhadradri Kothagudem,Burgampahad,1,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
TS,Bhadradri Kothagudem,Chandrugonda,1,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
TS,Bhadradri Kothagudem,Cherla,2,Shared: Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid) + Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid),#888888
TS,Bhadradri Kothagudem,Dammapeta,1,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
TS,Bhadradri Kothagudem,Dummugudem,2,Shared: Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid) + Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid),#888888
TS,Bhadradri Kothagudem,Gundala,1,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
TS,Bhadradri Kothagudem,Julurpadu,1,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
TS,Bhadradri Kothagudem,Kothagudem,1,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
TS,Bhadradri Kothagudem,Manuguru,1,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
TS,Bhadradri Kothagudem,Mulkalapally,1,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
TS,Bhadradri Kothagudem,Palvoncha,1,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
TS,Bhadradri Kothagudem,Pinapaka,1,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
TS,Bhadradri Kothagudem,Tekulapalli,1,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
TS,Bhadradri Kothagudem,Yellandu,1,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
TS,Hyderabad,Amberpet,1,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
TS,Hyderabad,Ameerpet,1,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
TS,Hyderabad,Asif Nagar,1,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
TS,Hyderabad,Bahadurpura,1,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
TS,Hyderabad,Bandlaguda,1,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
TS,Hyderabad,Charminar,1,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
TS,Hyderabad,Golconda,1,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
TS,Hyderabad,Himayatnagar,1,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
TS,Hyderabad,Khairatabad,1,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
TS,Hyderabad,Marredpally,1,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
TS,Hyderabad,Musheerabad,1,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
TS,Hyderabad,Nampally,1,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
TS,Hyderabad,Saidabad,1,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
TS,Hyderabad,Secunderabad,1,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
TS,Hyderabad,Shaikpet,1,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
TS,Hyderabad,Tirumalgiri,1,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
TS,Jagitial,Dharmapuri,2,Shared: Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid) + Deccan Plateau (Semi-Arid),#888888
TS,Jagitial,Gollapalli,1,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
TS,Jagitial,Ibrahimpatnam,2,Shared: Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid) + Deccan Plateau (Semi-Arid),#888888
TS,Jagitial,Jagitial,1,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
TS,Jagitial,Kathlapur,2,Shared: Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid) + Deccan Plateau (Semi-Arid),#888888
TS,Jagitial,Kodimial,1,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
TS,Jagitial,Korutla,1,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
TS,Jagitial,Mallapur,2,Shared: Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid) + Deccan Plateau (Semi-Arid),#888888
TS,Jagitial,Mallial,1,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
TS,Jagitial,Medipalli,1,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
TS,Jagitial,Metpalli,2,Shared: Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid) + Deccan Plateau (Semi-Arid),#888888
TS,Jagitial,Pegadapalli,1,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
TS,Jagitial,Raikal,2,Shared: Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid) + Deccan Plateau (Semi-Arid),#888888
TS,Jagitial,Sarangapur,2,Shared: Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid) + Deccan Plateau (Semi-Arid),#888888
TS,Jagitial,Velgatur,1,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
TS,Jangoan,Bachannapet,1,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
TS,Jangoan,Devaruppula,1,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
TS,Jangoan,Ghanpur (Station),1,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
TS,Jangoan,Jangoan,1,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
TS,Jangoan,Kodakandla,1,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
TS,Jangoan,Lingalaghanpur,1,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
TS,Jangoan,Narmetta,1,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
TS,Jangoan,Palakurthy,1,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
TS,Jangoan,Ragunathpally,1,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
TS,Jangoan,Zaffergadh,1,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
TS,Jayashankar Bhupalapally,Bhupalpally,1,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
TS,Jayashankar Bhupalapally,Chityal,1,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
TS,Jayashankar Bhupalapally,Ghanpur (Mulug),1,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
TS,Jayashankar Bhupalapally,Kataram,1,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
TS,Jayashankar Bhupalapally,Mahadevpur,3,Shared: Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid) + Deccan Plateau (Semi-Arid) + Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid),#888888
TS,Jayashankar Bhupalapally,Malharrao,1,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
TS,Jayashankar Bhupalapally,Mogullapally,1,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
TS,Jayashankar Bhupalapally,Mutharam Mahadevpur,1,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
TS,Jayashankar Bhupalapally,Regonda,1,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
TS,Jogulamba Gadwal,Alampur,1,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
TS,Jogulamba Gadwal,Dharoor,1,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
TS,Jogulamba Gadwal,Gadwal,1,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
TS,Jogulamba Gadwal,Ghattu,1,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
TS,Jogulamba Gadwal,Ieeja,1,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
TS,Jogulamba Gadwal,Itikyala,1,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
TS,Jogulamba Gadwal,Maldakal,1,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
TS,Jogulamba Gadwal,Manopad,1,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
TS,Jogulamba Gadwal,Waddepally,1,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
TS,Kamareddy,Banswada,1,Deccan Plateau (Semi-Arid),#fa9b58
TS,Kamareddy,Bhiknoor,2,Shared: Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid) + Deccan Plateau (Semi-Arid),#888888
TS,Kamareddy,Bichkunda,2,Shared: Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid) + Deccan Plateau (Semi-Arid),#888888
TS,Kamareddy,Birkur,1,Deccan Plateau (Semi-Arid),#fa9b58
TS,Kamareddy,Domakonda,2,Shared: Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid) + Deccan Plateau (Semi-Arid),#888888
TS,Kamareddy,Gandhari,1,Deccan Plateau (Semi-Arid),#fa9b58
TS,Kamareddy,Jukkal,2,Shared: Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid) + Deccan Plateau (Semi-Arid),#888888
TS,Kamareddy,Kamareddy,1,Deccan Plateau (Semi-Arid),#fa9b58
TS,Kamareddy,Lingampet,1,Deccan Plateau (Semi-Arid),#fa9b58
TS,Kamareddy,Machareddy,1,Deccan Plateau (Semi-Arid),#fa9b58
TS,Kamareddy,Madnoor,1,Deccan Plateau (Semi-Arid),#fa9b58
TS,Kamareddy,Nagireddypet,2,Shared: Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid) + Deccan Plateau (Semi-Arid),#888888
TS,Kamareddy,Nizamsagar,2,Shared: Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid) + Deccan Plateau (Semi-Arid),#888888
TS,Kamareddy,Pitlam,2,Shared: Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid) + Deccan Plateau (Semi-Arid),#888888
TS,Kamareddy,Sadashivanagar,1,Deccan Plateau (Semi-Arid),#fa9b58
TS,Kamareddy,Tadwai,2,Shared: Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid) + Deccan Plateau (Semi-Arid),#888888
TS,Kamareddy,Yellareddy,1,Deccan Plateau (Semi-Arid),#fa9b58
TS,Karimnagar,Chigurumamidi,1,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
TS,Karimnagar,Choppadandi,1,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
TS,Karimnagar,Gangadhara,1,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
TS,Karimnagar,Huzurabad,1,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
TS,Karimnagar,Jammikunta,1,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
TS,Karimnagar,Karimnagar Rural,1,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
TS,Karimnagar,Manakondur,1,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
TS,Karimnagar,Ramadugu,1,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
TS,Karimnagar,Shankarapatnam,1,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
TS,Karimnagar,Thimmapur Lmd,1,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
TS,Karimnagar,V.Saidapur,1,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
TS,Karimnagar,Veenavanka,1,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
TS,Khammam,Bonakal,1,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
TS,Khammam,Chinthakani,1,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
TS,Khammam,Enkoor,1,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
TS,Khammam,Kalluru,1,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
TS,Khammam,Kamepalli,1,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
TS,Khammam,Khammam (Rural),1,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
TS,Khammam,Konijerla,1,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
TS,Khammam,Kusumanchi,1,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
TS,Khammam,Madhira,1,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
TS,Khammam,Mudigonda,1,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
TS,Khammam,Nelakondapalli,1,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
TS,Khammam,Penuballi,1,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
TS,Khammam,Raghunadhapalem,1,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
TS,Khammam,Sathupalli,1,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
TS,Khammam,Singareni,1,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
TS,Khammam,Thallada,1,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
TS,Khammam,Tirumalayapalem,1,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
TS,Khammam,Vemsoor,1,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
TS,Khammam,Wyra,1,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
TS,Khammam,Yerrupalem,1,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
TS,Kumuram Bheem Asifabad,Asifabad,1,Deccan Plateau (Semi-Arid),#fa9b58
TS,Kumuram Bheem Asifabad,Bejjur,2,Shared: Deccan Plateau (Semi-Arid) + Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid),#888888
TS,Kumuram Bheem Asifabad,Dahegoan,2,Shared: Deccan Plateau (Semi-Arid) + Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid),#888888
TS,Kumuram Bheem Asifabad,Jainoor,1,Deccan Plateau (Semi-Arid),#fa9b58
TS,Kumuram Bheem Asifabad,Kagaznagar,2,Shared: Deccan Plateau (Semi-Arid) + Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid),#888888
TS,Kumuram Bheem Asifabad,Kerameri,2,Shared: Deccan Plateau (Semi-Arid) + Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid),#888888
TS,Kumuram Bheem Asifabad,Koutala,2,Shared: Deccan Plateau (Semi-Arid) + Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid),#888888
TS,Kumuram Bheem Asifabad,Rebbena,1,Deccan Plateau (Semi-Arid),#fa9b58
TS,Kumuram Bheem Asifabad,Sirpur (T),2,Shared: Deccan Plateau (Semi-Arid) + Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid),#888888
TS,Kumuram Bheem Asifabad,Sirpur U,1,Deccan Plateau (Semi-Arid),#fa9b58
TS,Kumuram Bheem Asifabad,Tiryani,1,Deccan Plateau (Semi-Arid),#fa9b58
TS,Kumuram Bheem Asifabad,Wankidi,2,Shared: Deccan Plateau (Semi-Arid) + Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid),#888888
TS,Mahabubabad,Bayyaram,1,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
TS,Mahabubabad,Dornakal,1,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
TS,Mahabubabad,Garla,1,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
TS,Mahabubabad,Gudur,1,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
TS,Mahabubabad,Kesamudram,1,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
TS,Mahabubabad,Kothaguda,1,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
TS,Mahabubabad,Kuravi,1,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
TS,Mahabubabad,Mahabubabad,1,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
TS,Mahabubabad,Maripeda,1,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
TS,Mahabubabad,Narsimhulapet,1,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
TS,Mahabubabad,Nellikudur,1,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
TS,Mahabubabad,Thorrur,1,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
TS,Mahabubnagar,Addakal,1,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
TS,Mahabubnagar,Balanagar,1,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
TS,Mahabubnagar,Bhoothpur,1,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
TS,Mahabubnagar,Chinnachintakunta,1,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
TS,Mahabubnagar,Devarakadra,1,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
TS,Mahabubnagar,Gandeed,1,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
TS,Mahabubnagar,Hanwada,1,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
TS,Mahabubnagar,Jadcherla,1,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
TS,Mahabubnagar,Koilkonda,1,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
TS,Mahabubnagar,Mahabubnagar Urban,1,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
TS,Mahabubnagar,Midjil,1,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
TS,Mahabubnagar,Nawabpet,1,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
TS,Mancherial,Bellampally,1,Deccan Plateau (Semi-Arid),#fa9b58
TS,Mancherial,Bheemini,1,Deccan Plateau (Semi-Arid),#fa9b58
TS,Mancherial,Chennur,2,Shared: Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid) + Deccan Plateau (Semi-Arid),#888888
TS,Mancherial,Dandepally,2,Shared: Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid) + Deccan Plateau (Semi-Arid),#888888
TS,Mancherial,Jaipur,2,Shared: Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid) + Deccan Plateau (Semi-Arid),#888888
TS,Mancherial,Jannaram,1,Deccan Plateau (Semi-Arid),#fa9b58
TS,Mancherial,Kasipet,1,Deccan Plateau (Semi-Arid),#fa9b58
TS,Mancherial,Kotapally,3,Shared: Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid) + Deccan Plateau (Semi-Arid) + Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid),#888888
TS,Mancherial,Luxettipet,2,Shared: Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid) + Deccan Plateau (Semi-Arid),#888888
TS,Mancherial,Mancherial,2,Shared: Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid) + Deccan Plateau (Semi-Arid),#888888
TS,Mancherial,Mandamarri,1,Deccan Plateau (Semi-Arid),#fa9b58
TS,Mancherial,Nennel,1,Deccan Plateau (Semi-Arid),#fa9b58
TS,Mancherial,Tandur,1,Deccan Plateau (Semi-Arid),#fa9b58
TS,Mancherial,Vemanpally,2,Shared: Deccan Plateau (Semi-Arid) + Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid),#888888
TS,Medak,Alladurg,1,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
TS,Medak,Chegunta,1,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
TS,Medak,Kowdipally,1,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
TS,Medak,Kulcharam,1,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
TS,Medak,Medak,2,Shared: Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid) + Deccan Plateau (Semi-Arid),#888888
TS,Medak,Narsapur,1,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
TS,Medak,Papannapet,2,Shared: Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid) + Deccan Plateau (Semi-Arid),#888888
TS,Medak,Ramayampet,2,Shared: Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid) + Deccan Plateau (Semi-Arid),#888888
TS,Medak,Regode,1,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
TS,Medak,Shankarampet (A),2,Shared: Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid) + Deccan Plateau (Semi-Arid),#888888
TS,Medak,Shankarampet (R),1,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
TS,Medak,Shivampet,1,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
TS,Medak,Tekmal,1,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
TS,Medak,Toopran,1,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
TS,Medak,Yeldurthy,1,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
TS,Medchal Malkajgiri,Balanagar,1,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
TS,Medchal Malkajgiri,Ghatkesar,1,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
TS,Medchal Malkajgiri,Keesara,1,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
TS,Medchal Malkajgiri,Malkajgiri,1,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
TS,Medchal Malkajgiri,Medchal,1,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
TS,Medchal Malkajgiri,Qutballapur,1,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
TS,Medchal Malkajgiri,Shamirpet,1,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
TS,Medchal Malkajgiri,Uppal,1,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
TS,Mulugu,Eturunagaram,2,Shared: Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid) + Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid),#888888
TS,Mulugu,Govindaraopet,1,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
TS,Mulugu,Mangapet,1,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
TS,Mulugu,Mulug,1,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
TS,Mulugu,Tadvai,1,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
TS,Mulugu,Venkatapur,1,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
TS,Mulugu,Venkatapuram,2,Shared: Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid) + Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid),#888888
TS,Mulugu,Wajedu,2,Shared: Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid) + Eastern Plateau (Chhotanagpur) & Eastern Ghats (Subhumid),#888888
TS,Nagarkurnool,Achampet,1,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
TS,Nagarkurnool,Amrabad,1,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
TS,Nagarkurnool,Balmoor,1,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
TS,Nagarkurnool,Bijinapally,1,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
TS,Nagarkurnool,Kalwakurthy,1,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
TS,Nagarkurnool,Kodair,1,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
TS,Nagarkurnool,Kollapur,1,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
TS,Nagarkurnool,Lingal,1,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
TS,Nagarkurnool,Nagarkurnool,1,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
TS,Nagarkurnool,Peddakothapally,1,Deccan Plateau (Telangana) & Eastern Ghats (Semi-Arid),#fece7c
